fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color,wine_id
6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,6,white,2202
6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,white,2187
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,white,953
5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6,white,4416
7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6,white,180
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,white,5121
5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05,6,white,896
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6,white,747
7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6,white,2159
6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,white,420
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7,white,1893
9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6,white,4163
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,white,584
9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7,white,3215
8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,5,white,519
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6,white,3762
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,white,1238
5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,white,5164
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,red,5112
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,red,466
8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6,white,4311
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6,red,935
8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5,red,5173
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,white,2501
8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7,white,189
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,red,385
5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6,white,1745
6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5,white,866
7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,white,4073
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,red,3440
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,white,1699
7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,white,3354
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6,white,587
6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,5,white,1768
7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6,white,2660
6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,5,white,4684
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5,white,302
5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6,white,2361
7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5,white,4409
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5,white,3950
4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,8,white,4273
7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6,white,2405
6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2,5,red,3921
6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,6,white,1582
8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,white,5102
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,red,1316
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,white,3049
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5,red,1342
6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4,white,798
7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5,white,861
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,white,595
5.3,0.395,0.07,1.3,0.035,26,102,0.992,3.5,0.35,10.6,6,white,4816
11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,5,red,2204
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,6,white,444
7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6,red,954
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,white,1980
6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6,white,3630
5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6,white,522
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,white,2131
6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,6,white,3966
7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,6,white,1775
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,white,43
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,red,1055
8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5,white,741
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,red,4964
6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5,red,423
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6,red,2891
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,red,2483
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,red,3258
6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7,white,1226
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6,white,2207
9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,red,354
7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,6,white,2846
6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6,white,4940
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,white,1185
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7,white,1934
7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6,white,1958
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,white,4842
6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5,white,211
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5,red,3554
8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,5,white,2020
6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7,white,287
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6,white,908
9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3,white,3430
8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6,white,1068
11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,red,155
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,red,3289
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7,red,2283
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,white,394
6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6,white,1105
5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8,white,1482
6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,4,white,5183
6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,6,white,1453
7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5,white,3737
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,red,4944
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,white,1790
7.3,0.815,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9,5,white,1153
6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5,white,664
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,white,4579
7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5,red,3069
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,white,3718
7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6,white,1698
5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7,white,2774
7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5,white,3177
6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5,white,650
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6,red,4337
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,white,4857
6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6,white,3526
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,red,3128
7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,6,white,2344
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,red,1985
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,red,1766
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,red,3405
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,white,2463
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5,red,3408
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,white,2260
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,6,red,4665
7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6,white,3758
6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6,white,5120
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7,white,3454
7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6,white,164
7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,7,white,2140
5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5,white,2296
6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,5,white,2553
9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5,red,4492
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,white,3126
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,red,734
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,white,2788
6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5,white,1577
10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,5,red,5035
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,white,1752
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,white,1879
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5,white,2971
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,white,2437
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,red,4916
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,red,213
6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6,white,4915
9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,4,white,5013
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,white,3807
6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,5,white,3850
6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,5,white,5155
6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7,white,4543
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,white,4941
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6,white,266
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5,white,4575
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,red,721
7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6,white,460
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7,white,74
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5,red,3651
5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6,white,4864
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,red,4817
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,white,2813
8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4,red,2142
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,red,159
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,white,204
7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,white,2385
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,white,2890
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,red,959
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,white,4598
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,white,38
7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6,white,2357
6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6,white,4103
5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6,white,1723
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,white,4229
5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,7,white,487
7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7,white,4997
6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4,white,844
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,white,2194
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,white,122
6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,5,white,2957
8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,red,1351
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,white,4309
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,white,1493
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,white,2837
6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2,5,white,2785
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,white,2313
6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5,white,3274
5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5,red,2592
6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6,white,2517
6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,4,white,3834
7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,7,white,40
7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5,white,3767
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,white,1684
8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5,white,2772
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6,red,2410
7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5,white,4764
8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,5,white,3244
7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,5,white,3873
6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6,white,2714
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,red,1947
6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5,white,1024
7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,white,2637
6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5,white,1620
9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,5,white,71
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,red,4971
7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,5,white,3374
6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6,white,2586
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,white,3095
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,white,1262
6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,5,white,3342
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,red,2175
6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6,white,665
9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,red,4791
6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,5,white,335
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,white,3951
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,white,1603
8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6,white,2288
5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5,white,1430
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,white,2952
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,white,936
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,white,1369
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6,red,3715
7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5,white,5039
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,white,3896
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,red,3632
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,white,2304
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,red,2074
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,red,312
6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5,white,3332
8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,6,white,4422
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5,red,2147
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,red,4551
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,6,white,4584
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,red,971
9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5,white,4514
10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4,red,4231
8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6,white,554
7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5,white,1346
6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5,white,1012
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,red,3910
9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5,white,3509
7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,white,4748
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,white,1500
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,red,2585
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,5,red,4626
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6,red,2139
6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,6,white,4763
7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,white,4294
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,white,4456
7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,5,white,1591
6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6,white,401
6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5,white,680
6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6,white,1029
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5,white,58
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5,white,3796
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,white,3203
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,white,5157
9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5,white,281
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,white,725
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6,white,2350
5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6,white,3230
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,white,1568
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,9,white,2085
7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,5,red,455
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,white,2161
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6,red,439
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,red,216
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,white,1253
7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,white,2648
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,red,1808
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5,red,3820
6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6,white,968
6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6,white,2462
7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6,white,1163
7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,8,white,1426
4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,5,white,815
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,red,1317
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,white,116
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,white,5177
6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8,white,3927
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,red,4258
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,white,1067
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,white,2411
7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5,white,4455
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,red,2493
6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5,white,4002
7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,white,4674
8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,7,white,1526
7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6,white,1294
7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,5,white,3084
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,white,310
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,red,1552
6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5,white,4144
7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6,white,3389
8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6,white,3264
9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5,red,539
5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,white,4820
5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,7,white,2499
6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,6,white,4689
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5,red,493
6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5,white,1587
5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6,white,3194
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,red,1478
6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7,white,1148
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,white,481
